PID#,CHECK,NO#,STREET,ACCT#,TOTAL ASSESS,diff in value,Diff in assessment,TAXES,LAST YR,LAST YR TAXES,DIFF,%CHANGE,TAXES,AddressOne,AddressTwo
###,U15053000000,11,TWO LIGHTS TERRACE,K0851R,"663,200.00",0.47%,"213,200.00","$7,295.00","450,000.00","$10,053.00","-$2,758.00",-27%,DOWN,"11 Two Lights Terrace Cape Elizabeth, ME 04107","'11 Two Lights Terrace Cape Elizabeth, ME 04107',"
###,U15059000000,16,TWO LIGHTS TERRACE,C0230R,"1,493,700.00",0.51%,"506,400.00","$16,431.00","987,300.00","$22,056.00","-$5,626.00",-26%,DOWN,"16 Two Lights Terrace Cape Elizabeth, ME 04107","'16 Two Lights Terrace Cape Elizabeth, ME 04107',"
924,U15056000000,8,TWO LIGHTS TERRACE,P1430R,"944,100.00",0.64%,"368,600.00","$10,110.00","575,500.00","$12,857.00","-$2,747.00",-21%,DOWN,"8 Two Lights Terrace Cape Elizabeth, ME 04107","'8 Two Lights Terrace Cape Elizabeth, ME 04107',"
###,U15009000000,2,TWO LIGHTS TERRACE,M2365R,"575,800.00",1.18%,"311,500.00","$6,334.00","264,300.00","$5,904.00",$429.00,7%,ABOUT SAME,"2 Two Lights Terrace Cape Elizabeth, ME 04107","'2 Two Lights Terrace Cape Elizabeth, ME 04107',"
###,U15054000000,15,TWO LIGHTS TERRACE,K0850R,"3,345,500.00",1.45%,"1,978,800.00","$36,801.00","1,366,700.00","$30,532.00","$6,268.00",21%,UP,"15 Two Lights Terrace Cape Elizabeth, ME 04107","'15 Two Lights Terrace Cape Elizabeth, ME 04107',"
942,U15011000000,4,TWO LIGHTS TERRACE,M0830R,"3,398,600.00",1.69%,"2,134,200.00","$37,385.00","1,264,400.00","$28,247.00","$9,138.00",32%,UP,"4 Two Lights Terrace Cape Elizabeth, ME 04107","'4 Two Lights Terrace Cape Elizabeth, ME 04107',"
###,U27025002000,19,VALLEY ROAD,G1089R,"612,000.00",0.75%,"262,700.00","$6,457.00","349,300.00","$7,803.00","-$1,346.00",-17%,DOWN,"19 Valley Road Cape Elizabeth, ME 04107","'19 Valley Road Cape Elizabeth, ME 04107',"
624,U27025008000,18,VALLEY ROAD,F1153R,"628,000.00",0.92%,"300,800.00","$6,633.00","327,200.00","$7,310.00",-$677.00,-9%,DOWN,"18 Valley Road Cape Elizabeth, ME 04107","'18 Valley Road Cape Elizabeth, ME 04107',"
210,U27025005000,7,VALLEY ROAD,R0754R,"630,600.00",0.90%,"299,200.00","$6,937.00","331,400.00","$7,403.00",-$467.00,-6%,ABOUT SAME,"7 Valley Road Cape Elizabeth, ME 04107","'7 Valley Road Cape Elizabeth, ME 04107',"
###,U27025003000,15,VALLEY ROAD,V0026R,"634,900.00",0.94%,"306,800.00","$6,984.00","328,100.00","$7,330.00",-$346.00,-5%,ABOUT SAME,"15 Valley Road Cape Elizabeth, ME 04107","'15 Valley Road Cape Elizabeth, ME 04107',"
###,U27025001000,23,VALLEY ROAD,K0195R,"642,900.00",0.95%,"313,400.00","$7,072.00","329,500.00","$7,361.00",-$289.00,-4%,ABOUT SAME,"23 Valley Road Cape Elizabeth, ME 04107","'23 Valley Road Cape Elizabeth, ME 04107',"
###,U27056000000,35,VALLEY ROAD,M2741R,"691,600.00",1.10%,"361,600.00","$7,333.00","330,000.00","$7,372.00",-$40.00,-1%,ABOUT SAME,"35 Valley Road Cape Elizabeth, ME 04107","'35 Valley Road Cape Elizabeth, ME 04107',"
###,U27052000000,31,VALLEY ROAD,K0379R,"557,100.00",1.07%,"288,000.00","$6,128.00","269,100.00","$6,012.00",$116.00,2%,ABOUT SAME,"31 Valley Road Cape Elizabeth, ME 04107","'31 Valley Road Cape Elizabeth, ME 04107',"
###,U27025006000,12,VALLEY ROAD,C1883R,"635,500.00",1.08%,"330,100.00","$6,991.00","305,400.00","$6,823.00",$168.00,2%,ABOUT SAME,"12 Valley Road Cape Elizabeth, ME 04107","'12 Valley Road Cape Elizabeth, ME 04107',"
###,U27025009000,22,VALLEY ROAD,C1814R,"716,600.00",1.08%,"372,900.00","$7,883.00","343,700.00","$7,678.00",$204.00,3%,ABOUT SAME,"22 Valley Road Cape Elizabeth, ME 04107","'22 Valley Road Cape Elizabeth, ME 04107',"
###,U27053000000,32,VALLEY ROAD,M2486R,"584,100.00",1.13%,"310,100.00","$6,425.00","274,000.00","$6,121.00",$304.00,5%,ABOUT SAME,"32 Valley Road Cape Elizabeth, ME 04107","'32 Valley Road Cape Elizabeth, ME 04107',"
###,U27025007000,14,VALLEY ROAD,H2276R,"726,200.00",1.13%,"385,400.00","$7,988.00","340,800.00","$7,613.00",$375.00,5%,ABOUT SAME,"14 Valley Road Cape Elizabeth, ME 04107","'14 Valley Road Cape Elizabeth, ME 04107',"
###,U27025004000,11,VALLEY ROAD,F0012R,"623,100.00",1.15%,"333,000.00","$6,854.00","290,100.00","$6,481.00",$373.00,6%,ABOUT SAME,"11 Valley Road Cape Elizabeth, ME 04107","'11 Valley Road Cape Elizabeth, ME 04107',"
###,U27051000000,30,VALLEY ROAD,M0803R,"682,900.00",1.15%,"365,800.00","$7,512.00","317,100.00","$7,084.00",$428.00,6%,ABOUT SAME,"30 Valley Road Cape Elizabeth, ME 04107","'30 Valley Road Cape Elizabeth, ME 04107',"
###,U27050000000,29,VALLEY ROAD,C0596R,"574,200.00",1.22%,"315,700.00","$6,316.00","258,500.00","$5,775.00",$541.00,9%,UP,"29 Valley Road Cape Elizabeth, ME 04107","'29 Valley Road Cape Elizabeth, ME 04107',"
###,U27048000000,27,VALLEY ROAD,H1925R,"559,000.00",1.23%,"308,400.00","$6,149.00","250,600.00","$5,598.00",$551.00,10%,UP,"27 Valley Road Cape Elizabeth, ME 04107","'27 Valley Road Cape Elizabeth, ME 04107',"
###,U27054000000,33,VALLEY ROAD,D0511R,"650,400.00",1.44%,"384,200.00","$6,879.00","266,200.00","$5,947.00",$932.00,16%,UP,"33 Valley Road Cape Elizabeth, ME 04107","'33 Valley Road Cape Elizabeth, ME 04107',"
###,U27049000000,28,VALLEY ROAD,L0590R,"596,500.00",1.51%,"359,300.00","$6,287.00","237,200.00","$5,299.00",$987.00,19%,UP,"28 Valley Road Cape Elizabeth, ME 04107","'28 Valley Road Cape Elizabeth, ME 04107',"
789,U27055000000,34,VALLEY ROAD,R0661R,"607,800.00",1.59%,"373,000.00","$6,411.00","234,800.00","$5,245.00","$1,165.00",22%,UP,"34 Valley Road Cape Elizabeth, ME 04107","'34 Valley Road Cape Elizabeth, ME 04107',"
702,U19007040000,28,VERNON ROAD,G1450R,"635,800.00",1.12%,"335,600.00","$6,994.00","300,200.00","$6,706.00",$287.00,4%,ABOUT SAME,"28 Vernon Road Cape Elizabeth, ME 04107","'28 Vernon Road Cape Elizabeth, ME 04107',"
51,U19007031000,25,VERNON ROAD,P1424R,"518,400.00",1.42%,"304,000.00","$5,427.00","214,400.00","$4,790.00",$638.00,13%,UP,"25 Vernon Road Cape Elizabeth, ME 04107","'25 Vernon Road Cape Elizabeth, ME 04107',"
809,U19007038000,16,VERNON ROAD,L0398R,"513,900.00",1.36%,"296,300.00","$5,653.00","217,600.00","$4,861.00",$792.00,16%,UP,"16 Vernon Road Cape Elizabeth, ME 04107","'16 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007037000,10,VERNON ROAD,M2525R,"545,900.00",1.36%,"314,600.00","$6,005.00","231,300.00","$5,167.00",$838.00,16%,UP,"10 Vernon Road Cape Elizabeth, ME 04107","'10 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007036000,5,VERNON ROAD,W0680R,"544,300.00",1.38%,"315,200.00","$5,987.00","229,100.00","$5,118.00",$869.00,17%,UP,"5 Vernon Road Cape Elizabeth, ME 04107","'5 Vernon Road Cape Elizabeth, ME 04107',"
332,U19007035000,11,VERNON ROAD,L0910R,"545,500.00",1.60%,"335,700.00","$5,660.00","209,800.00","$4,687.00",$973.00,21%,UP,"11 Vernon Road Cape Elizabeth, ME 04107","'11 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007032000,21,VERNON ROAD,W1950R,"577,000.00",1.65%,"359,300.00","$6,072.00","217,700.00","$4,863.00","$1,209.00",25%,UP,"21 Vernon Road Cape Elizabeth, ME 04107","'21 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007012000,2,VERNON ROAD,S3081R,"525,500.00",1.70%,"330,800.00","$5,506.00","194,700.00","$4,350.00","$1,156.00",27%,UP,"2 Vernon Road Cape Elizabeth, ME 04107","'2 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007033000,17,VERNON ROAD,R0030R,"522,400.00",1.57%,"319,200.00","$5,746.00","203,200.00","$4,539.00","$1,207.00",27%,UP,"17 Vernon Road Cape Elizabeth, ME 04107","'17 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007029000,31,VERNON ROAD,C1910R,"525,000.00",1.58%,"321,600.00","$5,775.00","203,400.00","$4,544.00","$1,231.00",27%,UP,"31 Vernon Road Cape Elizabeth, ME 04107","'31 Vernon Road Cape Elizabeth, ME 04107',"
610,U19007041000,32,VERNON ROAD,C0590R,"524,000.00",1.81%,"337,400.00","$5,489.00","186,600.00","$4,169.00","$1,320.00",32%,UP,"32 Vernon Road Cape Elizabeth, ME 04107","'32 Vernon Road Cape Elizabeth, ME 04107',"
244,U19007039000,24,VERNON ROAD,D0080R,"534,700.00",1.82%,"345,100.00","$5,607.00","189,600.00","$4,236.00","$1,371.00",32%,UP,"24 Vernon Road Cape Elizabeth, ME 04107","'24 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007034000,15,VERNON ROAD,H1560R,"540,100.00",1.83%,"349,400.00","$5,666.00","190,700.00","$4,260.00","$1,406.00",33%,UP,"15 Vernon Road Cape Elizabeth, ME 04107","'15 Vernon Road Cape Elizabeth, ME 04107',"
###,U19007030000,27,VERNON ROAD,L0090R,"541,300.00",1.70%,"340,500.00","$5,954.00","200,800.00","$4,486.00","$1,468.00",33%,UP,"27 Vernon Road Cape Elizabeth, ME 04107","'27 Vernon Road Cape Elizabeth, ME 04107',"
###,U45008A 000,1,VILLAGE LANE,C0538R,"675,700.00",0.83%,"305,500.00","$7,158.00","370,200.00","$8,270.00","-$1,113.00",-13%,DOWN,"1 Village Lane Cape Elizabeth, ME 04107","'1 Village Lane Cape Elizabeth, ME 04107',"
###,U45008002000,3,VILLAGE LANE,B1260R,"705,200.00",0.90%,"334,000.00","$7,482.00","371,200.00","$8,293.00",-$810.00,-10%,DOWN,"3 Village Lane Cape Elizabeth, ME 04107","'3 Village Lane Cape Elizabeth, ME 04107',"
###,U12024000000,12,WABUN ROAD,P0710R,"781,100.00",1.09%,"406,800.00","$8,592.00","374,300.00","$8,362.00",$230.00,3%,ABOUT SAME,"12 Wabun Road Cape Elizabeth, ME 04107","'12 Wabun Road Cape Elizabeth, ME 04107',"
970,U12023000000,10,WABUN ROAD,L0811R,"822,000.00",1.17%,"443,200.00","$8,701.00","378,800.00","$8,462.00",$239.00,3%,ABOUT SAME,"10 Wabun Road Cape Elizabeth, ME 04107","'10 Wabun Road Cape Elizabeth, ME 04107',"
###,U12021000000,6,WABUN ROAD,R0317R,"777,000.00",1.21%,"425,400.00","$8,272.00","351,600.00","$7,855.00",$417.00,5%,ABOUT SAME,"6 Wabun Road Cape Elizabeth, ME 04107","'6 Wabun Road Cape Elizabeth, ME 04107',"
###,U12026000000,16,WABUN ROAD,B2416R,"725,900.00",1.25%,"402,600.00","$7,710.00","323,300.00","$7,223.00",$487.00,7%,ABOUT SAME,"16 Wabun Road Cape Elizabeth, ME 04107","'16 Wabun Road Cape Elizabeth, ME 04107',"
###,U12022000000,8,WABUN ROAD,W1868R,"811,600.00",1.27%,"453,500.00","$8,653.00","358,100.00","$8,000.00",$653.00,8%,UP,"8 Wabun Road Cape Elizabeth, ME 04107","'8 Wabun Road Cape Elizabeth, ME 04107',"
###,U12025000000,14,WABUN ROAD,M2600R,"855,500.00",1.27%,"478,400.00","$9,136.00","377,100.00","$8,424.00",$711.00,8%,UP,"14 Wabun Road Cape Elizabeth, ME 04107","'14 Wabun Road Cape Elizabeth, ME 04107',"
853,U12081000000,3,WABUN ROAD,K0884R,"678,100.00",1.30%,"383,800.00","$7,184.00","294,300.00","$6,575.00",$609.00,9%,UP,"3 Wabun Road Cape Elizabeth, ME 04107","'3 Wabun Road Cape Elizabeth, ME 04107',"
###,U12078000000,9,WABUN ROAD,M1652R,"850,300.00",1.38%,"493,200.00","$9,012.00","357,100.00","$7,978.00","$1,035.00",13%,UP,"9 Wabun Road Cape Elizabeth, ME 04107","'9 Wabun Road Cape Elizabeth, ME 04107',"
###,U12082000000,1,WABUN ROAD,L0913R,"1,165,800.00",1.35%,"668,800.00","$12,549.00","497,000.00","$11,103.00","$1,446.00",13%,UP,"1 Wabun Road Cape Elizabeth, ME 04107","'1 Wabun Road Cape Elizabeth, ME 04107',"
###,U12080000000,5,WABUN ROAD,C0882R,"743,000.00",1.41%,"435,000.00","$7,898.00","308,000.00","$6,881.00","$1,017.00",15%,UP,"5 Wabun Road Cape Elizabeth, ME 04107","'5 Wabun Road Cape Elizabeth, ME 04107',"
###,U12079000000,7,WABUN ROAD,L0960R,"649,400.00",1.36%,"373,900.00","$7,143.00","275,500.00","$6,155.00",$989.00,16%,UP,"7 Wabun Road Cape Elizabeth, ME 04107","'7 Wabun Road Cape Elizabeth, ME 04107',"
###,U12019000000,2,WABUN ROAD,M2265R,"722,400.00",1.53%,"437,200.00","$7,671.00","285,200.00","$6,371.00","$1,300.00",20%,UP,"2 Wabun Road Cape Elizabeth, ME 04107","'2 Wabun Road Cape Elizabeth, ME 04107',"
978,U12020000000,4,WABUN ROAD,B2319R,"902,700.00",1.47%,"536,800.00","$9,930.00","365,900.00","$8,174.00","$1,755.00",21%,UP,"4 Wabun Road Cape Elizabeth, ME 04107","'4 Wabun Road Cape Elizabeth, ME 04107',"
###,U52004000000,9,WAINWRIGHT DRIVE,G1144R,"1,244,500.00",0.64%,"487,600.00","$13,690.00","756,900.00","$16,909.00","-$3,220.00",-19%,DOWN,"9 Wainwright Drive Cape Elizabeth, ME 04107","'9 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52011000000,14,WAINWRIGHT DRIVE,D1906R,"1,342,500.00",0.90%,"637,300.00","$14,493.00","705,200.00","$15,754.00","-$1,262.00",-8%,DOWN,"14 Wainwright Drive Cape Elizabeth, ME 04107","'14 Wainwright Drive Cape Elizabeth, ME 04107',"
494,U52001000000,15,WAINWRIGHT DRIVE,P1305R,"1,175,600.00",0.97%,"578,500.00","$12,591.00","597,100.00","$13,339.00",-$749.00,-6%,DOWN,"15 Wainwright Drive Cape Elizabeth, ME 04107","'15 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52002000000,13,WAINWRIGHT DRIVE,C1477R,"1,242,300.00",1.00%,"622,100.00","$13,390.00","620,200.00","$13,855.00",-$465.00,-3%,ABOUT SAME,"13 Wainwright Drive Cape Elizabeth, ME 04107","'13 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52005000000,7,WAINWRIGHT DRIVE,W0044R,"996,200.00",1.11%,"524,900.00","$10,617.00","471,300.00","$10,529.00",$88.00,1%,ABOUT SAME,"7 Wainwright Drive Cape Elizabeth, ME 04107","'7 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52009000000,1,WAINWRIGHT DRIVE,S0289R,"1,371,400.00",1.09%,"716,500.00","$14,810.00","654,900.00","$14,630.00",$180.00,1%,ABOUT SAME,"1 Wainwright Drive Cape Elizabeth, ME 04107","'1 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52008000000,3,WAINWRIGHT DRIVE,W0800R,"1,154,100.00",1.26%,"644,400.00","$12,420.00","509,700.00","$11,387.00","$1,033.00",9%,UP,"3 Wainwright Drive Cape Elizabeth, ME 04107","'3 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52006000000,5,WAINWRIGHT DRIVE,R0459R,"1,192,900.00",1.27%,"666,300.00","$12,968.00","526,600.00","$11,764.00","$1,204.00",10%,UP,"5 Wainwright Drive Cape Elizabeth, ME 04107","'5 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52012000000,10,WAINWRIGHT DRIVE,K0426R,"1,531,800.00",1.33%,"874,900.00","$16,850.00","656,900.00","$14,675.00","$2,175.00",15%,UP,"10 Wainwright Drive Cape Elizabeth, ME 04107","'10 Wainwright Drive Cape Elizabeth, ME 04107',"
###,U52003000000,11,WAINWRIGHT DRIVE,D0774R,"1,609,700.00",1.37%,"931,700.00","$17,707.00","678,000.00","$15,147.00","$2,560.00",17%,UP,"11 Wainwright Drive Cape Elizabeth, ME 04107","'11 Wainwright Drive Cape Elizabeth, ME 04107',"
782,U52010000000,2,WAINWRIGHT DRIVE,S0668R,"1,129,700.00",2.04%,"757,700.00","$12,152.00","372,000.00","$8,310.00","$3,841.00",46%,UP,"2 Wainwright Drive Cape Elizabeth, ME 04107","'2 Wainwright Drive Cape Elizabeth, ME 04107',"
###,R04018045000,5,WARBLER DRIVE,F9016R,"755,400.00",1.37%,"436,600.00","$8,034.00","318,800.00","$7,122.00",$912.00,13%,UP,"5 Warbler Drive Cape Elizabeth, ME 04107","'5 Warbler Drive Cape Elizabeth, ME 04107',"
###,R04018044000,3,WARBLER DRIVE,F9015R,"782,600.00",1.54%,"474,500.00","$8,334.00","308,100.00","$6,883.00","$1,451.00",21%,UP,"3 Warbler Drive Cape Elizabeth, ME 04107","'3 Warbler Drive Cape Elizabeth, ME 04107',"
###,R04018043000,1,WARBLER DRIVE,F9014R,"805,000.00",1.54%,"487,800.00","$8,580.00","317,200.00","$7,086.00","$1,494.00",21%,UP,"1 Warbler Drive Cape Elizabeth, ME 04107","'1 Warbler Drive Cape Elizabeth, ME 04107',"
###,R04018046000,7,WARBLER DRIVE,F9017R,"782,800.00",1.56%,"477,100.00","$8,336.00","305,700.00","$6,829.00","$1,506.00",22%,UP,"7 Warbler Drive Cape Elizabeth, ME 04107","'7 Warbler Drive Cape Elizabeth, ME 04107',"
###,U01022000000,31,WARREN AVENUE,H0075R,"843,800.00",1.50%,"506,600.00","$9,007.00","337,200.00","$7,533.00","$1,474.00",20%,UP,"31 Warren Avenue Cape Elizabeth, ME 04107","'31 Warren Avenue Cape Elizabeth, ME 04107',"
###,U01021000000,37,WARREN AVENUE,H0081R,"685,000.00",1.55%,"416,100.00","$7,535.00","268,900.00","$6,007.00","$1,528.00",25%,UP,"37 Warren Avenue Cape Elizabeth, ME 04107","'37 Warren Avenue Cape Elizabeth, ME 04107',"
###,U01018000000,44,WARREN AVENUE,H2372R,"831,300.00",1.80%,"534,500.00","$9,144.00","296,800.00","$6,631.00","$2,514.00",38%,UP,"44 Warren Avenue Cape Elizabeth, ME 04107","'44 Warren Avenue Cape Elizabeth, ME 04107',"
142,U01014A 000,32,WARREN AVENUE,B1784R,"741,400.00",1.86%,"482,200.00","$8,155.00","259,200.00","$5,791.00","$2,365.00",41%,UP,"32 Warren Avenue Cape Elizabeth, ME 04107","'32 Warren Avenue Cape Elizabeth, ME 04107',"
###,U01017000000,42,WARREN AVENUE,N0380R,"679,500.00",2.26%,"471,100.00","$7,475.00","208,400.00","$4,656.00","$2,819.00",61%,UP,"42 Warren Avenue Cape Elizabeth, ME 04107","'42 Warren Avenue Cape Elizabeth, ME 04107',"
###,U01020000000,41,WARREN AVENUE,K0862R,"815,000.00",2.42%,"577,000.00","$8,679.00","238,000.00","$5,317.00","$3,362.00",63%,UP,"41 Warren Avenue Cape Elizabeth, ME 04107","'41 Warren Avenue Cape Elizabeth, ME 04107',"
###,U01015000000,40,WARREN AVENUE,G0979R,"918,900.00",2.48%,"654,800.00","$9,833.00","264,100.00","$5,900.00","$3,933.00",67%,UP,"40 Warren Avenue Cape Elizabeth, ME 04107","'40 Warren Avenue Cape Elizabeth, ME 04107',"
###,U29025001000,23,WATERHOUSE ROAD,D1348R,"899,900.00",0.86%,"415,800.00","$9,624.00","484,100.00","$10,815.00","-$1,191.00",-11%,DOWN,"23 Waterhouse Road Cape Elizabeth, ME 04107","'23 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29026002000,24,WATERHOUSE ROAD,S0543R,"725,900.00",0.91%,"345,300.00","$7,710.00","380,600.00","$8,503.00",-$793.00,-9%,DOWN,"24 Waterhouse Road Cape Elizabeth, ME 04107","'24 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29026003000,26,WATERHOUSE ROAD,P1990R,"749,400.00",0.98%,"371,300.00","$7,968.00","378,100.00","$8,447.00",-$478.00,-6%,ABOUT SAME,"26 Waterhouse Road Cape Elizabeth, ME 04107","'26 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29026004000,28,WATERHOUSE ROAD,T1331R,"698,400.00",0.99%,"347,700.00","$7,407.00","350,700.00","$7,835.00",-$427.00,-5%,ABOUT SAME,"28 Waterhouse Road Cape Elizabeth, ME 04107","'28 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29008000000,14,WATERHOUSE ROAD,A0315R,"729,300.00",1.00%,"365,500.00","$7,747.00","363,800.00","$8,127.00",-$380.00,-5%,ABOUT SAME,"14 Waterhouse Road Cape Elizabeth, ME 04107","'14 Waterhouse Road Cape Elizabeth, ME 04107',"
934,U29026001000,20,WATERHOUSE ROAD,H2198R,"688,900.00",1.01%,"345,700.00","$7,303.00","343,200.00","$7,667.00",-$364.00,-5%,ABOUT SAME,"20 Waterhouse Road Cape Elizabeth, ME 04107","'20 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29011000000,3,WATERHOUSE ROAD,D1160R,"532,200.00",1.27%,"297,700.00","$5,579.00","234,500.00","$5,239.00",$340.00,6%,ABOUT SAME,"3 Waterhouse Road Cape Elizabeth, ME 04107","'3 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29026005000,30,WATERHOUSE ROAD,R0475R,"691,400.00",1.19%,"376,100.00","$7,605.00","315,300.00","$7,044.00",$562.00,8%,UP,"30 Waterhouse Road Cape Elizabeth, ME 04107","'30 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29010B 000,5,WATERHOUSE ROAD,R1395R,"507,300.00",1.39%,"295,200.00","$5,305.00","212,100.00","$4,738.00",$567.00,12%,UP,"5 Waterhouse Road Cape Elizabeth, ME 04107","'5 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29010000000,19,WATERHOUSE ROAD,B0051R,"577,500.00",1.41%,"337,800.00","$6,078.00","239,700.00","$5,355.00",$723.00,13%,UP,"19 Waterhouse Road Cape Elizabeth, ME 04107","'19 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29010A 000,9,WATERHOUSE ROAD,T1378R,"518,100.00",1.54%,"314,000.00","$5,424.00","204,100.00","$4,560.00",$865.00,19%,UP,"9 Waterhouse Road Cape Elizabeth, ME 04107","'9 Waterhouse Road Cape Elizabeth, ME 04107',"
355,U29003000000,2,WATERHOUSE ROAD,T1624R,"541,800.00",1.58%,"331,500.00","$5,613.00","210,300.00","$4,698.00",$915.00,19%,UP,"2 Waterhouse Road Cape Elizabeth, ME 04107","'2 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29012000000,1,WATERHOUSE ROAD,A1190R,"530,300.00",1.59%,"325,400.00","$5,558.00","204,900.00","$4,577.00",$981.00,21%,UP,"1 Waterhouse Road Cape Elizabeth, ME 04107","'1 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29009000000,21,WATERHOUSE ROAD,B2260R,"543,700.00",1.59%,"333,700.00","$5,981.00","210,000.00","$4,691.00","$1,289.00",27%,UP,"21 Waterhouse Road Cape Elizabeth, ME 04107","'21 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29007000000,8,WATERHOUSE ROAD,B0150R,"525,000.00",1.64%,"326,200.00","$5,775.00","198,800.00","$4,441.00","$1,334.00",30%,UP,"8 Waterhouse Road Cape Elizabeth, ME 04107","'8 Waterhouse Road Cape Elizabeth, ME 04107',"
###,U29006000000,6,WATERHOUSE ROAD,C0600R,"543,400.00",1.77%,"347,500.00","$5,977.00","195,900.00","$4,376.00","$1,601.00",37%,UP,"6 Waterhouse Road Cape Elizabeth, ME 04107","'6 Waterhouse Road Cape Elizabeth, ME 04107',"
71,U12060000000,12,WAUMBEK ROAD,K0809R,"1,036,900.00",0.21%,"183,100.00","$11,067.00","853,800.00","$19,074.00","-$8,007.00",-42%,DOWN,"12 Waumbek Road Cape Elizabeth, ME 04107","'12 Waumbek Road Cape Elizabeth, ME 04107',"
###,U12077000000,11,WAUMBEK ROAD,N0509R,"1,442,900.00",0.76%,"621,400.00","$15,597.00","821,500.00","$18,352.00","-$2,755.00",-15%,DOWN,"11 Waumbek Road Cape Elizabeth, ME 04107","'11 Waumbek Road Cape Elizabeth, ME 04107',"
###,U12053000000,0,WAUMBEK ROAD,D0647R,"41,900.00",0.91%,"20,000.00",$461.00,"21,900.00",$489.00,-$28.00,-6%,ABOUT SAME,"0 Waumbek Road Cape Elizabeth, ME 04107","'0 Waumbek Road Cape Elizabeth, ME 04107',"
###,U12028000000,0,WAUMBEK ROAD,M2534R,"42,000.00",0.93%,"20,200.00",$462.00,"21,800.00",$487.00,-$25.00,-5%,ABOUT SAME,"0 Waumbek Road Cape Elizabeth, ME 04107","'0 Waumbek Road Cape Elizabeth, ME 04107',"
262,U12054000000,6,WAUMBEK ROAD,M1272R,"965,000.00",1.01%,"484,000.00","$10,340.00","481,000.00","$10,746.00",-$406.00,-4%,ABOUT SAME,"6 Waumbek Road Cape Elizabeth, ME 04107","'6 Waumbek Road Cape Elizabeth, ME 04107',"
###,U12055000000,8,WAUMBEK ROAD,H2465R,"695,500.00",1.26%,"387,700.00","$7,651.00","307,800.00","$6,876.00",$774.00,11%,UP,"8 Waumbek Road Cape Elizabeth, ME 04107","'8 Waumbek Road Cape Elizabeth, ME 04107',"
505,U12089000000,9,WAUMBEK ROAD,I0016R,"1,459,400.00",1.29%,"821,600.00","$16,053.00","637,800.00","$14,248.00","$1,805.00",13%,UP,"9 Waumbek Road Cape Elizabeth, ME 04107","'9 Waumbek Road Cape Elizabeth, ME 04107',"
915,U12059000000,10,WAUMBEK ROAD,F0028R,"660,000.00",1.44%,"389,000.00","$7,260.00","271,000.00","$6,054.00","$1,206.00",20%,UP,"10 Waumbek Road Cape Elizabeth, ME 04107","'10 Waumbek Road Cape Elizabeth, ME 04107',"
###,U12027000000,5,WAUMBEK ROAD,M2535R,"658,000.00",1.59%,"404,200.00","$6,963.00","253,800.00","$5,670.00","$1,293.00",23%,UP,"5 Waumbek Road Cape Elizabeth, ME 04107","'5 Waumbek Road Cape Elizabeth, ME 04107',"
###,U04172000000,2,WAVERLY ROAD,R1632R,"778,200.00",1.35%,"446,800.00","$8,219.00","331,400.00","$7,403.00",$816.00,11%,UP,"2 Waverly Road Cape Elizabeth, ME 04107","'2 Waverly Road Cape Elizabeth, ME 04107',"
###,R02009B 000,6,WEBSTER FARM ROAD,D1936R,"1,523,900.00",0.45%,"473,100.00","$16,763.00","1,050,800.00","$23,475.00","-$6,712.00",-29%,DOWN,"6 Webster Farm Road Cape Elizabeth, ME 04107","'6 Webster Farm Road Cape Elizabeth, ME 04107',"
###,R02009000000,2,WEBSTER FARM ROAD,M2287R,"1,527,300.00",1.15%,"817,000.00","$16,800.00","710,300.00","$15,868.00",$932.00,6%,UP,"2 Webster Farm Road Cape Elizabeth, ME 04107","'2 Webster Farm Road Cape Elizabeth, ME 04107',"
