Address,Neighborhood,Value 23,Value 24,Tax 23,Tax 24
"60 Edgewood Road Cape Elizabeth, ME 04107",U34,361100,724900,8067,7699
"60 Hunter Place Cape Elizabeth, ME 04107",U30,273500,435400,6110,4514
"60 Kettle Cove Road Cape Elizabeth, ME 04107",R03,415900,1063100,9291,11419
"60 Long Point Lane Cape Elizabeth, ME 04107",R03,268500,822700,5998,8775
"60 Longfellow Drive Cape Elizabeth, ME 04107",U21,193900,506100,4332,5567
"60 Oakhurst Road Cape Elizabeth, ME 04107",U04,235800,718100,5268,7899
"60 Richmond Terrace Cape Elizabeth, ME 04107",U17,195200,616000,4361,6501
"60 Scott Dyer Road Cape Elizabeth, ME 04107",U21,174000,465600,3887,4847
"60 Starboard Drive Cape Elizabeth, ME 04107",U45,143400,321000,3204,3531
"60 Wildwood Drive Cape Elizabeth, ME 04107",U24,288800,698600,6452,7685
"60 Woodland Road Cape Elizabeth, ME 04107",U34,2431400,5897700,54317,64875
"61 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,307000,785000,6858,8278
"61 Brentwood Road Cape Elizabeth, ME 04107",U35,276100,531000,6168,5841
"61 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,1046900,902300,23388,9925
"61 Cross Hill Road Cape Elizabeth, ME 04107",U59,114400,268500,2556,2679
"61 Fowler Road Cape Elizabeth, ME 04107",U20,178600,486200,3990,5073
"61 Hannaford Cove Road Cape Elizabeth, ME 04107",U14,330400,420600,7382,4626
"61 Hunter Place Cape Elizabeth, ME 04107",U30,212400,412600,4745,4264
"61 Longfellow Drive Cape Elizabeth, ME 04107",U21,199700,483900,4461,5323
"61 Starboard Drive Cape Elizabeth, ME 04107",U45,138900,302000,3103,3322
"61 Stonybrook Road Cape Elizabeth, ME 04107",U03,283000,763700,6322,8401
"62 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,227800,654800,5089,6928
"62 Columbus Road Cape Elizabeth, ME 04107",U32,252700,542400,5645,5691
"62 Cross Hill Road Cape Elizabeth, ME 04107",U59,610600,1256500,13641,13822
"62 Hunter Place Cape Elizabeth, ME 04107",U30,236600,392400,5286,4316
"62 Kettle Cove Road Cape Elizabeth, ME 04107",R03,397100,1007900,8871,11087
"62 Longfellow Drive Cape Elizabeth, ME 04107",U21,240000,480200,5362,5282
"62 Ocean House Road Cape Elizabeth, ME 04107",U29,245000,581600,5473,6398
"62 Ocean View Road Cape Elizabeth, ME 04107",U03,1061000,1925600,23702,21182
"62 Starboard Drive Cape Elizabeth, ME 04107",U45,141400,312400,3159,3436
"62 Stonybrook Road Cape Elizabeth, ME 04107",U03,294500,705400,6579,7759
"63 Cliff Avenue Cape Elizabeth, ME 04107",U01,342100,1064000,7643,11429
"63 Cottage Farms Road Cape Elizabeth, ME 04107",U01,288900,830700,6454,8863
"63 Fowler Road Cape Elizabeth, ME 04107",U20,210500,496100,4703,5457
"63 Hannaford Cove Road Cape Elizabeth, ME 04107",U14,455200,720800,10170,7928
"63 Hunter Place Cape Elizabeth, ME 04107",U30,248300,423200,5547,4380
"63 Longfellow Drive Cape Elizabeth, ME 04107",U21,175500,459400,3921,4778
"63 Oakhurst Road Cape Elizabeth, ME 04107",U04,330900,893100,7392,9549
"63 Ocean House Road Cape Elizabeth, ME 04107",U28,267100,563800,5967,6202
"63 Spurwink Avenue Cape Elizabeth, ME 04107",U29,222000,561400,4959,6175
"63 Starboard Drive Cape Elizabeth, ME 04107",U45,138900,305400,3103,3359
"63 Wood Road Cape Elizabeth, ME 04107",U04,298700,875300,6673,9353
"64 Brentwood Road Cape Elizabeth, ME 04107",U35,294600,660100,6581,6986
"64 Cross Hill Road Cape Elizabeth, ME 04107",U59,597700,1325200,13353,14302
"64 Hunter Place Cape Elizabeth, ME 04107",U30,202100,413500,4515,4274
"64 Kettle Cove Road Cape Elizabeth, ME 04107",R03,534300,1163700,11936,12801
"64 Long Point Lane Cape Elizabeth, ME 04107",R03,220900,791000,4935,8426
"64 Lydon Lane East Cape Elizabeth, ME 04107",U33,259800,603300,5804,6636
"64 Oakhurst Road Cape Elizabeth, ME 04107",U04,349000,846600,7797,9313
"64 Ocean House Road Cape Elizabeth, ME 04107",U29,199200,510900,4450,5345
"64 Old Ocean House Road Cape Elizabeth, ME 04107",R02,883600,1717100,19740,18613
"64 Scott Dyer Road Cape Elizabeth, ME 04107",U21,182900,463900,4086,5103
"64 Spurwink Avenue Cape Elizabeth, ME 04107",U29,214900,548300,4801,6031
"64 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,303300,2790,3061
"64 Two Lights Road Cape Elizabeth, ME 04107",U37,813000,1498600,18162,16210
"64 Wood Road Cape Elizabeth, ME 04107",U04,189000,850900,4222,9085
"65 Brentwood Road Cape Elizabeth, ME 04107",U35,297600,631300,6648,6669
"65 Hunter Place Cape Elizabeth, ME 04107",U30,233100,409800,5207,4508
"65 Ocean House Road Cape Elizabeth, ME 04107",U28,404200,1010800,9030,11118
"65 Spurwink Avenue Cape Elizabeth, ME 04107",U29,70700,270100,1579,2971
"65 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,308500,2790,3119
"65 Stonybrook Road Cape Elizabeth, ME 04107",U03,439800,1112500,9825,11963
"66 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,294400,737400,6577,7836
"66 Columbus Road Cape Elizabeth, ME 04107",U32,301100,628500,6727,6639
"66 Cross Hill Road Cape Elizabeth, ME 04107",U59,650700,1191400,14537,13105
"66 Hunter Place Cape Elizabeth, ME 04107",U30,197200,397800,4405,4035
"66 Hunts Point Road Cape Elizabeth, ME 04107",U39,575100,1217900,12848,13122
"66 Scott Dyer Road Cape Elizabeth, ME 04107",U21,168500,497200,3764,5194
"66 Starboard Drive Cape Elizabeth, ME 04107",U45,126700,305000,2830,3080
"66 Wells Road Cape Elizabeth, ME 04107",R05,392000,590800,8757,6224
"67 Cliff Avenue Cape Elizabeth, ME 04107",U01,258800,778500,5782,8289
"67 Columbus Road Cape Elizabeth, ME 04107",U32,258900,568400,5784,6252
"67 Cross Hill Road Cape Elizabeth, ME 04107",U59,111600,268500,2493,2679
"67 Fowler Road Cape Elizabeth, ME 04107",U20,195600,463900,4370,5103
"67 Lydon Lane East Cape Elizabeth, ME 04107",U33,227900,581800,5091,6125
"67 Ocean House Road Cape Elizabeth, ME 04107",U28,206200,524200,4607,5491
"67 Spurwink Avenue Cape Elizabeth, ME 04107",U29,244000,572800,5451,6301
"67 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,299900,2790,3024
"67 Wood Road Cape Elizabeth, ME 04107",U04,262500,767200,5864,8439
"68 Brentwood Road Cape Elizabeth, ME 04107",U35,357700,643400,7991,6802
"68 Eastman Road Cape Elizabeth, ME 04107",R04,375200,918800,8382,10107
"68 Long Point Lane Cape Elizabeth, ME 04107",R03,257000,924500,5741,10170
"68 Starboard Drive Cape Elizabeth, ME 04107",U45,138900,298300,3103,3281
"68 Wells Road Cape Elizabeth, ME 04107",R05,533600,677600,11921,7179
"69 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,415300,1055700,9278,11613
"69 Brentwood Road Cape Elizabeth, ME 04107",U35,342000,606800,7640,6400
"69 Hannaford Cove Road Cape Elizabeth, ME 04107",U14,790600,1507600,17662,15902
"69 Lydon Lane East Cape Elizabeth, ME 04107",U33,229600,547100,5129,5743
"69 Ocean House Road Cape Elizabeth, ME 04107",U28,389200,1044000,8694,11484
"69 Starboard Drive Cape Elizabeth, ME 04107",U45,137400,308500,3070,3394
"69 Stonybrook Road Cape Elizabeth, ME 04107",U03,467700,859800,10448,9183
"69 Two Lights Road Cape Elizabeth, ME 04107",U39,489200,974300,10929,10442
"70 Columbus Road Cape Elizabeth, ME 04107",U32,435500,807600,9729,8609
"70 Cross Hill Road Cape Elizabeth, ME 04107",U59,541000,1181000,12086,12716
"70 Lydon Lane East Cape Elizabeth, ME 04107",U33,249800,538200,5581,5920
"70 Ocean View Road Cape Elizabeth, ME 04107",U03,887200,1890000,19820,20790
"70 Old Ocean House Road Cape Elizabeth, ME 04107",R02,850800,1013800,19007,11152
"71 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,470300,995600,10507,10952
"71 Cliff Avenue Cape Elizabeth, ME 04107",U01,218700,728600,4886,7740
"71 Cross Hill Road Cape Elizabeth, ME 04107",U59,683200,1408400,15263,15492
"71 Hunts Point Road Cape Elizabeth, ME 04107",U39,451900,1120800,10095,12054
"71 Lydon Lane East Cape Elizabeth, ME 04107",U33,235800,538000,5268,5918
"71 Ocean House Road Cape Elizabeth, ME 04107",U28,386400,1061400,8632,11126
"71 Starboard Drive Cape Elizabeth, ME 04107",U45,138900,310700,3103,3418
"71 Stonybrook Road Cape Elizabeth, ME 04107",U03,249200,699300,5567,7692
"71 Two Lights Road Cape Elizabeth, ME 04107",U39,393500,878300,8791,9386
"72 Brentwood Road Cape Elizabeth, ME 04107",U35,372900,601100,8331,6612
"72 Long Point Lane Cape Elizabeth, ME 04107",R03,257800,957900,5759,10262
"72 Spurwink Avenue Cape Elizabeth, ME 04107",U29,255400,585500,5706,6166
"72 Stonybrook Road Cape Elizabeth, ME 04107",U03,316400,831200,7068,8868
"72 Two Lights Road Cape Elizabeth, ME 04107",U39,740400,1076400,16541,11483
"72 Wells Road Cape Elizabeth, ME 04107",R05,444800,816800,9937,8710
"73 Columbus Road Cape Elizabeth, ME 04107",U32,238500,547700,5328,5750
"73 Hannaford Cove Road Cape Elizabeth, ME 04107",U14,370800,892400,8284,9816
"73 Long Point Lane Cape Elizabeth, ME 04107",R03,751400,1697300,16786,18549
"73 Ocean House Road Cape Elizabeth, ME 04107",U26,404200,1095000,9030,11496
"73 Old Ocean House Road Cape Elizabeth, ME 04107",R02,356900,671000,7973,7106
"73 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,416600,2790,4308
"73 Two Lights Road Cape Elizabeth, ME 04107",U39,369100,831100,8246,8867
"74 Columbus Road Cape Elizabeth, ME 04107",U32,316400,660900,7068,6995
"74 Fowler Road Cape Elizabeth, ME 04107",U19,179800,603900,4017,6368
"74 Hunts Point Road Cape Elizabeth, ME 04107",U39,562400,1188800,12564,13077
"74 Spurwink Avenue Cape Elizabeth, ME 04107",U29,269800,573800,6027,6037
"74 Wells Road Cape Elizabeth, ME 04107",R05,501300,750100,11199,7976
"75 Hunts Point Road Cape Elizabeth, ME 04107",U39,536800,1350200,11992,14577
"75 Oakhurst Road Cape Elizabeth, ME 04107",U04,309100,780700,6905,8313
"75 Ocean House Road Cape Elizabeth, ME 04107",U26,221200,543000,4942,5973
"75 Spurwink Avenue Cape Elizabeth, ME 04107",U29,360500,635800,8054,6994
"75 Starboard Drive Cape Elizabeth, ME 04107",U45,147000,303300,3284,3336
"75 Two Lights Road Cape Elizabeth, ME 04107",U39,465400,1053900,10397,11318
"76 Brentwood Road Cape Elizabeth, ME 04107",U35,425500,721500,9506,7937
"76 Oakhurst Road Cape Elizabeth, ME 04107",U04,255900,761800,5717,8105
"76 Ocean House Road Cape Elizabeth, ME 04107",U26,500000,751700,11170,7994
"76 Stonybrook Road Cape Elizabeth, ME 04107",U03,318300,828300,7111,8836
"76 Two Lights Road Cape Elizabeth, ME 04107",U39,544900,1027500,12173,11028
"77 Monastery Road Cape Elizabeth, ME 04107",R09,891900,1182200,19925,13004
"77 Scott Dyer Road Cape Elizabeth, ME 04107",U35,372000,741100,8310,7877
"77 Starboard Drive Cape Elizabeth, ME 04107",U45,126400,307300,2824,3105
"77 Wells Road Cape Elizabeth, ME 04107",R05,538700,914100,12035,9780
"78 Fowler Road Cape Elizabeth, ME 04107",U19,222200,535900,4964,5895
"78 Ocean View Road Cape Elizabeth, ME 04107",U03,599000,1521400,13382,16736
"78 Scott Dyer Road Cape Elizabeth, ME 04107",R05,5586800,3630600,124809,39937
"78 Spurwink Avenue Cape Elizabeth, ME 04107",U29,260500,537600,5820,5639
"78 Two Lights Road Cape Elizabeth, ME 04107",U39,638800,1140300,14271,12268
"78 Wells Road Cape Elizabeth, ME 04107",R05,385200,621400,8605,6560
"79 Bowery Beach Road Cape Elizabeth, ME 04107",R06,319100,407900,7129,4487
"79 Eastman Road Cape Elizabeth, ME 04107",R04,422200,1176200,9432,12663
"79 Fowler Road Cape Elizabeth, ME 04107",U20,200300,521400,4475,5735
"79 Oakhurst Road Cape Elizabeth, ME 04107",U04,227000,742700,5071,7895
"79 Ocean View Road Cape Elizabeth, ME 04107",U03,573800,1712000,12818,18832
"79 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,308200,2790,3115
"80 Brentwood Road Cape Elizabeth, ME 04107",U35,306100,572700,6838,6025
"80 Monastery Road Cape Elizabeth, ME 04107",R09,745400,348700,16652,3836
"80 Oakhurst Road Cape Elizabeth, ME 04107",U04,220400,723000,4924,7678
"80 Scott Dyer Road Cape Elizabeth, ME 04107",U35,184800,495200,4128,5106
"80 Spurwink Avenue Cape Elizabeth, ME 04107",U29,181000,1327200,4044,14599
"80 Stonybrook Road Cape Elizabeth, ME 04107",U03,297600,820800,6648,8754
"80 Wells Road Cape Elizabeth, ME 04107",R05,212100,286200,4738,3148
"81 Oakhurst Road Cape Elizabeth, ME 04107",U04,277100,824400,6190,8793
"81 Ocean View Road Cape Elizabeth, ME 04107",U03,629400,1522600,14060,16066
"81 Old Ocean House Road Cape Elizabeth, ME 04107",R03,427600,737900,9553,8117
"81 Starboard Drive Cape Elizabeth, ME 04107",U45,137400,299800,3070,3298
"81 Two Lights Road Cape Elizabeth, ME 04107",U39,799400,1287600,17859,13889
"81 Wells Road Cape Elizabeth, ME 04107",R05,442200,767300,9879,8165
"82 Fowler Road Cape Elizabeth, ME 04107",U19,212200,492400,4741,5141
"82 Hunts Point Road Cape Elizabeth, ME 04107",U39,479200,1026700,10705,11019
"82 Lydon Lane East Cape Elizabeth, ME 04107",U49,261300,584900,5837,6159
"82 Oakhurst Road Cape Elizabeth, ME 04107",U04,244200,743700,5455,8181
"82 Ocean House Road Cape Elizabeth, ME 04107",U26,249300,578600,5569,6090
"82 Two Lights Road Cape Elizabeth, ME 04107",U39,582200,1055800,13006,11614
"83 Hunts Point Road Cape Elizabeth, ME 04107",U39,522900,1089700,11682,11712
"83 Ocean View Road Cape Elizabeth, ME 04107",U03,376800,1269600,8418,13966
"83 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,303300,2790,3061
"83 Wells Road Cape Elizabeth, ME 04107",R05,156800,433000,3503,4763
"84 Brentwood Road Cape Elizabeth, ME 04107",U35,303900,590300,6789,6218
"84 Eastman Road Cape Elizabeth, ME 04107",R04,308700,861500,6896,9477
"84 Oakhurst Road Cape Elizabeth, ME 04107",U04,256700,786600,5735,8312
"84 Ocean House Road Cape Elizabeth, ME 04107",U26,232000,558100,5183,5864
"84 Ocean View Road Cape Elizabeth, ME 04107",U03,321000,1110400,7172,12214
"84 Scott Dyer Road Cape Elizabeth, ME 04107",U35,203100,521200,4537,5458
"84 Stonybrook Road Cape Elizabeth, ME 04107",U03,457100,1007700,10212,10810
"84 Wells Road Cape Elizabeth, ME 04107",R05,372900,592200,8331,6239
"85 Fowler Road Cape Elizabeth, ME 04107",U20,175400,469200,3918,5161
"85 Oakhurst Road Cape Elizabeth, ME 04107",U04,287400,790100,6421,8691
"85 Old Ocean House Road Cape Elizabeth, ME 04107",R03,323600,804900,7229,8854
"85 Scott Dyer Road Cape Elizabeth, ME 04107",U35,147100,477500,3286,4978
"85 Spurwink Avenue Cape Elizabeth, ME 04107",U29,188000,516000,4200,5401
"85 Starboard Drive Cape Elizabeth, ME 04107",U45,191000,363600,4267,4000
"86 Brentwood Road Cape Elizabeth, ME 04107",U35,259700,526600,5802,5518
"86 Fowler Road Cape Elizabeth, ME 04107",U19,303000,579400,6769,6032
"86 Oakhurst Road Cape Elizabeth, ME 04107",U04,232100,712200,5185,7559
"86 Ocean View Road Cape Elizabeth, ME 04107",U03,278200,1089400,6214,11434
"86 Old Ocean House Road Cape Elizabeth, ME 04107",U42,328100,677000,7330,7172
"87 Oakhurst Road Cape Elizabeth, ME 04107",U04,323700,921200,7231,10133
"87 Ocean House Road Cape Elizabeth, ME 04107",U26,243400,602200,5438,6349
"87 Scott Dyer Road Cape Elizabeth, ME 04107",U35,242300,618100,5413,6524
"87 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,303300,2790,3061
"87 Two Lights Road Cape Elizabeth, ME 04107",U39,284500,759100,6356,8075
"87 Wells Road Cape Elizabeth, ME 04107",R05,356500,771400,7964,8210
"88 Eastman Road Cape Elizabeth, ME 04107",R04,153700,453900,3434,4718
"88 Oakhurst Road Cape Elizabeth, ME 04107",U04,323200,861000,7220,9196
"88 Ocean House Road Cape Elizabeth, ME 04107",U26,346600,1042000,7744,11462
"88 Scott Dyer Road Cape Elizabeth, ME 04107",U35,193100,509800,4314,5333
"88 Two Lights Road Cape Elizabeth, ME 04107",U39,1163900,2618800,26002,28807
"88 Wells Road Cape Elizabeth, ME 04107",R05,116700,360600,2607,3626
"89 Fowler Road Cape Elizabeth, ME 04107",U20,211100,490000,4716,5049
"89 Starboard Drive Cape Elizabeth, ME 04107",U45,138900,310700,3103,3418
"89 Wells Road Cape Elizabeth, ME 04107",R05,511300,965100,11422,10616
"90 Bowery Beach Road Cape Elizabeth, ME 04107",R10,323400,654300,7225,7197
"90 Brentwood Road Cape Elizabeth, ME 04107",U35,249400,539400,5572,5658
"90 Fowler Road Cape Elizabeth, ME 04107",U19,137000,423600,3061,4385
"90 Ocean House Road Cape Elizabeth, ME 04107",U26,250000,557700,5585,5805
"90 Stonybrook Road Cape Elizabeth, ME 04107",U03,321100,739900,7173,7864
"90 Wells Road Cape Elizabeth, ME 04107",R05,499800,773600,11166,8169
"91 Old Ocean House Road Cape Elizabeth, ME 04107",R03,621700,1289300,13889,14182
"91 Spurwink Avenue Cape Elizabeth, ME 04107",U29,257300,522100,5748,5743
"91 Starboard Drive Cape Elizabeth, ME 04107",U45,137400,305400,3070,3359
"91 Two Lights Road Cape Elizabeth, ME 04107",R03,482400,1003900,10777,10658
"92 Scott Dyer Road Cape Elizabeth, ME 04107",U35,190000,525800,4245,5509
"92 Two Lights Road Cape Elizabeth, ME 04107",U39,277600,696600,6202,7388
"93 Ocean House Road Cape Elizabeth, ME 04107",U26,234100,516400,5230,5680
"93 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,300800,2790,3034
"93 Wells Road Cape Elizabeth, ME 04107",R05,217700,542700,4863,5970
"93 Zeb Cove Road Cape Elizabeth, ME 04107",R02,862200,1813900,19262,19953
"94 Fowler Road Cape Elizabeth, ME 04107",U19,278600,612900,6224,6467
"94 Ocean House Road Cape Elizabeth, ME 04107",U26,294200,441000,6572,4851
"94 Old Ocean House Road Cape Elizabeth, ME 04107",U42,284900,668100,6365,7349
"94 Two Lights Road Cape Elizabeth, ME 04107",U39,279300,574300,6240,6317
"95 Bowery Beach Road Cape Elizabeth, ME 04107",R06,750200,479500,16759,5275
"95 Eastman Road Cape Elizabeth, ME 04107",R04,223800,476600,5000,5243
"95 Fowler Road Cape Elizabeth, ME 04107",U20,197400,537900,4410,5642
"95 Spurwink Avenue Cape Elizabeth, ME 04107",U29,193000,518400,4312,5702
"95 Starboard Drive Cape Elizabeth, ME 04107",U45,138900,305400,3103,3359
"95 Zeb Cove Road Cape Elizabeth, ME 04107",R02,629800,2318200,14070,25500
"96 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,1085800,1963600,24256,21600
"96 Eastman Road Cape Elizabeth, ME 04107",R04,160400,488900,3583,5037
"96 Old Ocean House Road Cape Elizabeth, ME 04107",U42,258000,573500,5764,6034
"96 Stonybrook Road Cape Elizabeth, ME 04107",U03,472600,1046000,10558,11231
"96 Two Lights Road Cape Elizabeth, ME 04107",U39,456500,942000,10198,10362
"96 Wells Road Cape Elizabeth, ME 04107",R05,485100,620100,10837,6546
"97 Ocean House Road Cape Elizabeth, ME 04107",U26,264600,620700,5911,6553
"97 Old Ocean House Road Cape Elizabeth, ME 04107",U42,209200,534700,4674,5607
"97 Stonybrook Road Cape Elizabeth, ME 04107",U03,453200,1171200,10124,12608
"98 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,95800,147400,2140,1621
"98 Fowler Road Cape Elizabeth, ME 04107",U19,218700,547900,4886,5752
"98 Ocean House Road Cape Elizabeth, ME 04107",U26,285600,590200,6380,6217
"98 Old Ocean House Road Cape Elizabeth, ME 04107",U42,276000,566600,6166,6233
"98 Scott Dyer Road Cape Elizabeth, ME 04107",U35,247800,584700,5536,6091
"98 Spurwink Avenue Cape Elizabeth, ME 04107",U29,167700,481000,3746,5016
"98 Wells Road Cape Elizabeth, ME 04107",R05,230200,559300,5143,5877
"99 Old Ocean House Road Cape Elizabeth, ME 04107",U42,216500,539800,4837,5938
"99 Spurwink Avenue Cape Elizabeth, ME 04107",U29,181200,538000,4048,5643
"99 Zeb Cove Road Cape Elizabeth, ME 04107",R02,2411600,4658700,53875,51246
"100 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,473600,865600,10580,9522
"100 Monastery Road Cape Elizabeth, ME 04107",R09,5994200,12058400,133912,132644
"100 Town Common Circle Cape Elizabeth, ME 04107",R02,119000,295700,2658,3253
"101 Delano Park Cape Elizabeth, ME 04107",U07,518400,1283900,11581,13848
"101 Fowler Road Cape Elizabeth, ME 04107",U20,270100,483400,6034,5317
"101 Ocean House Road Cape Elizabeth, ME 04107",U26,254400,615100,5683,6491
"101 Old Ocean House Road Cape Elizabeth, ME 04107",U42,253000,493600,5652,5430
"102 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,834900,1404700,18652,15452
"102 Delano Park Cape Elizabeth, ME 04107",U07,1020400,2656500,22796,28947
"102 Two Lights Road Cape Elizabeth, ME 04107",U39,593300,1170700,13254,12603
"103 Fowler Road Cape Elizabeth, ME 04107",U19,412700,1114300,9220,11982
"103 Old Ocean House Road Cape Elizabeth, ME 04107",U42,337200,701800,7533,7445
"105 Delano Park Cape Elizabeth, ME 04107",U07,889700,1118700,19876,12031
"105 Fowler Road Cape Elizabeth, ME 04107",U19,530200,1040300,11845,11443
"106 Wells Road Cape Elizabeth, ME 04107",R05,298300,592500,6664,6518
"107 Breakwater Farm Road Cape Elizabeth, ME 04107",R09,2404700,4061800,53721,44405
"107 Delano Park Cape Elizabeth, ME 04107",U07,687800,1694600,15365,18366
"107 Old Ocean House Road Cape Elizabeth, ME 04107",R03,264200,565100,5902,5941
"107 Scott Dyer Road Cape Elizabeth, ME 04107",U35,228400,613900,5102,6478
"107 Spurwink Avenue Cape Elizabeth, ME 04107",U29,181000,490600,4044,5122
"108 Delano Park Cape Elizabeth, ME 04107",U07,822700,1931400,18379,20970
"108 Spurwink Avenue Cape Elizabeth, ME 04107",U29,239900,687100,5359,7283
"109 Delano Park Cape Elizabeth, ME 04107",U07,1825100,3375400,40773,36854
"110 Delano Park Cape Elizabeth, ME 04107",U07,834500,1859000,18643,20449
"110 Fowler Road Cape Elizabeth, ME 04107",U19,146100,428100,3264,4709
"110 Two Lights Road Cape Elizabeth, ME 04107",U40,324700,906300,7254,9969
"111 Fowler Road Cape Elizabeth, ME 04107",U19,355300,676600,7937,7168
"111 Old Ocean House Road Cape Elizabeth, ME 04107",R03,304800,713600,6809,7575
"111 Scott Dyer Road Cape Elizabeth, ME 04107",U35,320400,609400,7158,6703
"111 Spurwink Avenue Cape Elizabeth, ME 04107",U29,269500,768700,6021,8181
"112 Delano Park Cape Elizabeth, ME 04107",U07,2314500,2867600,51706,31269
"112 Fowler Road Cape Elizabeth, ME 04107",U19,177700,482300,3970,5305
"112 Oakhurst Road Cape Elizabeth, ME 04107",U33,296000,844000,6613,9009
"112 Spurwink Avenue Cape Elizabeth, ME 04107",U29,383600,634400,8570,6703
"112 Two Lights Road Cape Elizabeth, ME 04107",U40,412800,802800,9222,8831
"113 Fowler Road Cape Elizabeth, ME 04107",U19,511500,980900,11427,10405
"114 Delano Park Cape Elizabeth, ME 04107",U07,1228700,2906200,27449,31968
"114 Fowler Road Cape Elizabeth, ME 04107",U19,250700,559000,5601,6149
"114 Old Ocean House Road Cape Elizabeth, ME 04107",U42,1220800,1808700,27273,19896
"114 Spurwink Avenue Cape Elizabeth, ME 04107",U29,193900,473000,4332,5203
"114 Two Lights Road Cape Elizabeth, ME 04107",U40,259900,711500,5806,7552
"115 Old Ocean House Road Cape Elizabeth, ME 04107",R03,252400,503400,5639,5262
"116 Oakhurst Road Cape Elizabeth, ME 04107",U33,315800,982000,7055,10802
"116 Ocean House Road Cape Elizabeth, ME 04107",U26,490800,1278600,10964,13344
"116 Spurwink Avenue Cape Elizabeth, ME 04107",U29,180700,576700,4037,6344
"116 Two Lights Road Cape Elizabeth, ME 04107",U40,444200,979600,9923,10446
"117 Old Ocean House Road Cape Elizabeth, ME 04107",R03,245400,515300,5482,5393
"117 Spurwink Avenue Cape Elizabeth, ME 04107",U29,162300,474500,3626,4945
"119 Old Ocean House Road Cape Elizabeth, ME 04107",R03,452200,1334900,10102,14409
"120 Fowler Road Cape Elizabeth, ME 04107",U19,275100,627600,6146,6629
"120 Oakhurst Road Cape Elizabeth, ME 04107",U33,302200,818200,6751,8725
"120 Old Ocean House Road Cape Elizabeth, ME 04107",R03,313100,1006400,6995,3783
"121 Old Ocean House Road Cape Elizabeth, ME 04107",R03,323800,909400,7234,9728
"121 Spurwink Avenue Cape Elizabeth, ME 04107",U29,210900,548300,4712,6031
"122 Ocean House Road Cape Elizabeth, ME 04107",U26,220500,507900,4926,5587
"122 Old Ocean House Road Cape Elizabeth, ME 04107",U18,521600,975200,11653,10727
"123 Old Ocean House Road Cape Elizabeth, ME 04107",R03,168500,510700,3764,5202
"124 Oakhurst Road Cape Elizabeth, ME 04107",U33,318900,931500,7124,9972
"124 Old Ocean House Road Cape Elizabeth, ME 04107",U18,410700,752200,9175,7999
"125 Old Ocean House Road Cape Elizabeth, ME 04107",R03,276900,706500,6186,7277
"125 Scott Dyer Road Cape Elizabeth, ME 04107",R05,278600,717300,6224,7549
"126 Ocean House Road Cape Elizabeth, ME 04107",U26,585600,1866200,13082,19978
"126 Old Ocean House Road Cape Elizabeth, ME 04107",U18,239000,572200,5339,6294
"126 Scott Dyer Road Cape Elizabeth, ME 04107",U45,2827900,4198400,63175,46182
"126 Spurwink Avenue Cape Elizabeth, ME 04107",U29,456400,1349200,10196,14841
"127 Oakhurst Road Cape Elizabeth, ME 04107",U33,306100,918200,6838,9825
"127 Old Ocean House Road Cape Elizabeth, ME 04107",R03,253800,525700,5670,5508
"130 Oakhurst Road Cape Elizabeth, ME 04107",U33,308200,843700,6885,9006
"130 Ocean House Road Cape Elizabeth, ME 04107",U25,361500,607600,8076,6684
"131 Oakhurst Road Cape Elizabeth, ME 04107",U33,314100,894600,7017,9841
"132 Scott Dyer Road Cape Elizabeth, ME 04107",U45,247000,503500,5518,5539
"133 Two Lights Road Cape Elizabeth, ME 04107",U41,993200,1626700,22188,17894
"134 Ocean House Road Cape Elizabeth, ME 04107",U25,250800,581900,5603,6401
"134 Spurwink Avenue Cape Elizabeth, ME 04107",U29,245000,560600,5473,6167
"136 Charles E Jordan Road Cape Elizabeth, ME 04107",R09,227900,416700,5091,4584
"136 Oakhurst Road Cape Elizabeth, ME 04107",U33,387700,998300,8661,10706
"136 Two Lights Road Cape Elizabeth, ME 04107",U40,337900,826400,7549,8815
"139 Two Lights Road Cape Elizabeth, ME 04107",U41,727300,1206200,16248,12993
"140 Oakhurst Road Cape Elizabeth, ME 04107",U33,269500,950300,6021,10178
"140 Two Lights Road Cape Elizabeth, ME 04107",U40,293500,674200,6557,7141
"142 Mitchell Road Cape Elizabeth, ME 04107",U34,251200,572400,5612,6021
